HR;Hm;km;maxHR;maxHm;max_speed;minHm;position_lat_max;position_lat_min;position_long_max;position_long_min;speed;bike;type;date;endtime;starttime;rider_weight;rider_height;ride_type;duration
;1661;101,16144;;485,6;53,7444;198,6;48,82231775;48,70890163;9,588935366;9,268317595;23,72260469;Rose PRO;Rennrad;28.04.19;11:44:08;07:00:43;74;183;Training;04:43:25
;248,2;35,41315;;401,2;39,0996;263;48,79814778;48,70366537;9,517124919;9,17050397;22,93052903;Stevens Elite;Trecking;04.06.18;20:12:45;18:42:49;73;183;Pendeln;01:29:56
;556,2;32,50797;;488,2;53,6112;281,4;48,7663268;48,71549852;9,560297923;9,490630394;25,02900855;Rose PRO;Rennrad;09.07.16;18:56:00;17:35:58;73;183;Training;01:20:02
;234;35,40561;;371;36,9828;252,2;48,79829924;48,70375036;9,517272357;9,170829607;20,1527499;Stevens Elite;Trecking;21.08.19;19:21:34;17:38:15;73;183;Pendeln;01:43:19
;905,8;56,60322;;664,6;55,1232;282,6;48,71720642;48,6001606;9,657768393;9,49763733;27,14437405;Rose PRO;Rennrad;20.10.19;15:39:36;13:19:38;74;183;Training;02:19:58
;417;25,03675;;519;48,6396;308,4;48,76651665;48,71702386;9,561190763;9,490579851;25,6722527;Rose PRO;Rennrad;22.03.20;14:06:25;13:01:45;75;183;Training;01:04:40
;166,2;34,91304;;342,6;41,3496;252,2;48,79824735;48,70365263;9,517271519;9,170871601;23,68553132;Stevens Elite;Trecking;05.06.18;08:32:49;07:04:03;73;183;Pendeln;01:28:46
;4866,4;250,83848;;820;61,7724;298,2;48,87835077;48,5448418;9,99063137;9,606780102;27,2402766;Rose PRO;Rennrad;25.06.17;18:17:51;05:31:11;73;183;Race;12:46:40
;553,8;39,32151;;530;49,6476;261,6;48,81367844;48,71704834;9,561899705;9,460495356;24,95760646;Rose PRO;Rennrad;14.03.20;14:34:05;12:50:21;75;183;Training;01:43:44
;145;34,90439;;367;38,7648;275,6;48,79825037;48,70362053;9,517275291;9,17085995;22,82676599;Stevens Elite;Trecking;27.06.19;08:18:45;06:47:42;73;183;Pendeln;01:31:03
;156;35,01129;;317,8;37,62;228;48,79826982;48,70367434;9,517265903;9,170871768;23,0570347;Stevens Elite;Trecking;24.05.19;08:51:39;07:19:16;74;183;Pendeln;01:32:23
;243,2;34,93155;;331;37,9584;246,8;48,79829815;48,70364903;9,517284762;9,17036768;22,19394667;Stevens Elite;Trecking;05.07.17;21:30:24;19:55:39;73;183;Pendeln;01:34:45
;159,4;34,8013;;317,6;38,0592;229,4;48,79818306;48,70365757;9,517332036;9,170874031;23,49336362;Stevens Elite;Trecking;27.09.18;08:59:15;07:30:18;73;183;Pendeln;01:28:57
;672;41,89438;;509,6;55,2888;259,4;48,79749164;48,70273506;9,58442213;9,460421847;26,90503666;Rose PRO;Rennrad;21.09.19;14:20:41;12:34:40;73;183;Training;01:46:01
;587,6;48,33802;;525,2;57,204;292,4;48,78278534;48,7077725;9,645313472;9,506503707;26,43340339;Rose PRO;Rennrad;28.05.20;15:51:32;13:54:42;73;183;Training;01:56:50
;1918,8;130,60158;;814;57,3048;265,8;48,75590064;48,54323859;9,924129518;9,512987947;27,21935666;Rose PRO;Rennrad;25.05.17;12:36:56;06:55:55;73;183;Training;05:41:01
;203,8;34,66066;;319,2;41,148;229,6;48,79825816;48,70365556;9,517218629;9,170757439;24,42025732;Stevens Elite;Trecking;11.05.17;08:09:23;06:44:42;74;183;Pendeln;01:24:41
;244,8;34,9582;;311,2;38,9304;223;48,79833369;48,70367107;9,517240003;9,169917824;23,23303408;Rose PRO;Rennrad;28.07.17;19:55:32;18:25:45;73;183;Training;01:29:47
;214,2;14,30438;;382,4;39,9744;278,4;48,71902462;48,69469866;9,538108092;9,472961677;20,829825;Rose PRO;Rennrad;21.04.20;09:23:26;08:38:57;74;183;Training;00:44:29
;490;40,86532;;399,8;50,3856;267;48,71905035;48,62002487;9,567354061;9,504347881;26,30837563;Rose PRO;Rennrad;28.05.17;09:15:23;07:35:15;73;183;Training;01:40:08
;315,8;12,26983;;530,2;37,62;332;48,74673938;48,71393337;9,516906319;9,485954717;17,89259218;CUBE AIM RACE;MTB;24.03.20;16:08:47;15:21:57;75;183;Training;00:46:50
;150,8;34,97137;;320;39,0312;227,4;48,79826537;48,70361466;9,517297084;9,170826506;23,02904414;Stevens Elite;Trecking;14.06.19;08:23:21;06:51:30;73;183;Pendeln;01:31:51
;787,4;46,38954;;489;58,6152;237;48,8044876;48,70849092;9,608462267;9,460384967;26,39294676;Rose PRO;Rennrad;31.08.19;14:39:29;12:35:27;73;183;Training;02:04:02
;1123,4;102,59554;;485;53,9784;263,8;48,76648514;48,55448459;9,566920549;9,326934842;26,43108542;Rose PRO;Rennrad;30.07.17;11:21:28;07:15:46;73;183;Training;04:05:42
;416,2;19,4229;;524;40,0068;311,6;48,75842669;48,713927;9,524300247;9,480492733;19,25292747;Rose PRO;Rennrad;13.05.20;12:43:55;11:35:38;73;183;Training;01:08:17
;582,4;40,0281;;496,4;57,8772;257,6;48,79159413;48,71550137;9,560282668;9,404851506;27,42747297;Rose PRO;Rennrad;27.01.18;16:23:03;14:48:13;75;183;Training;01:34:50
;233,2;35,31678;;367,8;38,5956;252,6;48,79811534;48,70362774;9,517298257;9,170640763;21,68299915;Stevens Elite;Trecking;20.03.20;17:57:08;16:22:13;75;183;Pendeln;01:34:55
;1614,8;37,71624;;2043,6;43,938;536,4;46,65119478;46,48768782;11,00358143;10,68679017;15,39489026;CUBE AIM RACE;MTB;17.07.16;11:55:08;09:09:42;73;183;Training;02:45:26
;329,6;25,30782;;405,6;44,9424;280,2;48,72041945;48,68198927;9,584304113;9,465970667;20,22682768;Rose PRO;Rennrad;09.12.18;11:00:32;09:43:10;75;183;Training;01:17:22
128,4186978;843,6;91,06932;171;111,6;53,4096;-13,8;54,26281756;54,017882;10,7889017;10,66433597;25,55002948;Giant;Rennrad;09.05.19;15:02:56;09:47:26;74;183;Training;05:15:30
;248,8;35,2425;;273;38,5956;185;48,79819555;48,70359387;9,517208571;9,170443872;22,55019567;Stevens Elite;Trecking;17.04.18;19:02:53;17:33:06;73;183;Pendeln;01:29:47
;730,2;48,33104;;493,8;52,434;247,8;48,80345712;48,71548126;9,561115159;9,460388822;25,50019237;Rose PRO;Rennrad;10.07.16;14:00:02;12:02:17;73;183;Training;01:57:45
;813,2;61,18051;;495,8;54,0468;261,8;48,76648639;48,6383488;9,651860995;9,463395663;25,59115294;Rose PRO;Rennrad;04.04.20;15:54:33;13:22:23;75;183;Training;02:32:10
;296,6;24,47885;;497,8;52,3332;276,2;48,76648095;48,71545351;9,561145669;9,49067398;26,50142479;Rose PRO;Rennrad;23.10.16;12:14:13;11:17:37;74;183;Training;00:56:36
;431,8;20,05825;;501,6;48,7404;266,8;48,76652034;48,70841489;9,519581906;9,463538406;22,86125379;Rose PRO;Rennrad;09.02.20;14:50:55;13:51:01;75;183;Training;00:59:54
;243;35,29396;;392,4;39,4344;264,8;48,79813151;48,70363964;9,517279817;9,170289729;21,22454344;Stevens Elite;Trecking;18.03.20;18:30:38;16:51:52;75;183;Pendeln;01:38:46
;177,8;12,35334;;326,8;34,4988;259,6;48,71733651;48,69982889;9,517299766;9,46593496;18,18480779;Rose PRO;Rennrad;24.11.19;15:06:32;14:25:41;75;183;Training;00:40:51
;226;36,75832;;380,4;39,906;262,2;48,79821072;48,70373628;9,523455855;9,17059483;22,82603578;Stevens Elite;Trecking;28.08.18;20:30:08;18:56:10;70;183;Pendeln;01:33:58
;2340,2;113,57798;;1866,2;52,3332;176,6;44,18111295;44,03489057;5,41303684;5,101788361;23,99881928;Rose PRO;Rennrad;18.06.19;13:15:43;07:23:43;73;183;Training;05:52:00
;2021,6;134,23974;;720,8;61,0344;257;48,81002937;48,66916076;10,16359798;9,601577204;26,45184753;Rose PRO;Rennrad;30.04.17;15:23:47;08:17:52;74;183;Training;07:05:55
;246,2;15,53121;;445,2;40,0068;291,2;48,73669879;48,70884798;9,517316027;9,473104086;16,9619979;CUBE AIM RACE;MTB;23.05.20;12:13:04;11:10:10;73;183;Training;01:02:54
;777,4;37,34193;;495,4;53,2404;242,4;48,79746599;48,71694566;9,561059838;9,46044473;26,4945189;Rose PRO;Rennrad;15.09.17;14:12:12;12:35:53;73;183;Training;01:36:19
;204,4;34,63358;;314,6;39,9384;221,2;48,7982979;48,70363402;9,517253917;9,170968328;24,83992182;Stevens Elite;Trecking;07.08.17;08:22:22;06:58:38;73;183;Pendeln;01:23:44
;204,4;35,84772;;315;41,5512;221,8;48,80002792;48,70363696;9,517305885;9,170619557;24,50280376;Stevens Elite;Trecking;28.07.20;09:35:13;08:07:26;73;183;Pendeln;01:27:47
;100,8;3,81449;;310,4;32,886;235,2;48,7171578;48,70846007;9,517301191;9,473674642;21,28970583;Rose PRO;Rennrad;03.11.16;08:06:43;07:56:27;75;183;Training;00:10:16
;226,4;34,88815;;322,4;38,5632;228,6;48,7983041;48,70365908;9,517246457;9,170846287;23,1109425;Stevens Elite;Trecking;17.10.17;09:36:01;08:04:11;74;183;Pendeln;01:31:50
129,1362196;727,6;50,7256;170;505,2;55,4904;279,8;48,76646862;48,65404685;9,561231583;9,457391286;26,69599958;Rose PRO;Rennrad;21.05.18;09:50:11;07:48:41;73;183;Training;02:01:30
;1989,4;100,49256;;815,8;60,7644;400,8;48,64336847;48,52359217;9,746123962;9,431766467;26,50032445;Rose PRO;Rennrad;28.06.20;15:49:08;09:42:20;73;183;Training;06:06:48
;198,6;35,77075;;406;39,4344;312;48,79825196;48,7036274;9,517183928;9,170136843;22,75387407;Stevens Elite;Trecking;14.06.19;16:59:17;15:25:40;73;183;Pendeln;01:33:37
;192,8;34,60718;;314;40,0752;215,4;48,79829588;48,703659;9,517288366;9,171127668;23,119515;Stevens Elite;Trecking;03.04.17;09:02:25;07:35:05;75;183;Pendeln;01:27:20
;385,2;33,27967;;392,4;44,2044;268,6;48,72039129;48,66606968;9,625167148;9,514853423;25,1056566;Rose PRO;Rennrad;02.05.20;14:35:58;13:13:00;74;183;Training;01:22:58
;244,8;34,93293;;284;39,132;189,6;48,79832723;48,70367249;9,517211672;9,170635063;21,83184301;Stevens Elite;Trecking;16.03.17;19:01:20;17:26:37;75;183;Pendeln;01:34:43
;225,4;12,22875;;370,2;29,0232;299,8;48,71751797;48,69984733;9,523225771;9,468247695;12,38072663;CUBE AIM RACE;MTB;01.06.19;12:28:01;11:13:12;74;183;Training;01:14:49
;162,2;35,00671;;320,6;40,5756;230,8;48,79829982;48,70367895;9,51728493;9,170847544;22,76293729;Stevens Elite;Trecking;17.05.19;09:08:53;07:37:29;74;183;Pendeln;01:31:24
;276,4;34,92096;;371,4;38,2932;244,4;48,79830862;48,70365967;9,517295491;9,170592651;22,90382575;Stevens Elite;Trecking;06.07.17;20:59:34;19:30:20;73;183;Pendeln;01:29:14
;242;34,8767;;327,4;39,636;233,6;48,79832027;48,70368917;9,517261796;9,170459462;23,63916574;Stevens Elite;Trecking;18.05.17;19:37:30;18:09:28;73;183;Pendeln;01:28:02
;310,4;24,48496;;503,4;64,4256;297,4;48,76650115;48,71543658;9,561156649;9,490680266;30,90146777;Rose PRO;Rennrad;08.07.18;18:49:26;17:58:17;73;183;Training;00:51:09
;66,2;5,70298;;292,2;38,16;249,6;48,71895597;48,71427124;9,538012454;9,51475326;20,35167014;Rose PRO;Rennrad;17.08.19;09:28:11;09:03:32;73;183;Training;00:24:39
;426,2;27,49822;;485,8;48,0024;256,8;48,76622119;48,70842386;9,561085654;9,463502532;23,92016201;Rose PRO;Rennrad;24.02.18;16:48:50;15:36:13;74;183;Training;01:12:37
;219;36,48139;;372,4;39,3012;260,6;48,79819949;48,70367509;9,523481587;9,170799097;23,4787334;Stevens Elite;Trecking;27.09.18;20:06:37;18:33:46;73;183;Pendeln;01:32:51
;280;36,08056;;427,4;39,4344;265,8;48,79839596;48,70362229;9,517315105;9,170668675;22,64638756;Stevens Elite;Trecking;15.07.19;20:12:20;18:36:54;73;183;Pendeln;01:35:26
;717,4;42,39907;;463,4;48,8412;165,2;48,79925243;48,70363008;9,520412553;9,379840996;25,30317731;Rose PRO;Rennrad;03.02.18;14:29:02;12:41:58;74;183;Training;01:47:04
;885,2;50,15187;;549;50,9904;292,4;48,80686973;48,71703057;9,52849891;9,404820409;26,7130595;Rose PRO;Rennrad;21.10.18;13:49:58;11:43:37;75;183;Training;02:06:21
118,9319699;1088,6;63,1153;165;1581,8;62,5464;994,2;47,13635199;46,9634728;11,01221345;10,9228544;28,25387416;Rose PRO;Rennrad;26.07.18;13:11:38;09:31:59;73;183;Training;03:39:39
;503,2;33,66398;;515,4;56,1312;294,8;48,7665278;48,68564294;9,617637517;9,49061539;26,99897323;Rose PRO;Rennrad;04.11.18;15:38:35;14:18:10;75;183;Training;01:20:25
;264,2;35,84254;;296,4;37,3536;204,6;48,8000187;48,70363754;9,517236818;9,170882748;22,50070754;Stevens Elite;Trecking;17.07.20;18:37:31;17:04:49;73;183;Pendeln;01:32:42
;462,8;32,13959;;496,8;47,934;287;48,76635983;48,71549936;9,561165702;9,490795936;25,25151921;Rose PRO;Rennrad;05.06.16;14:00:50;12:44:24;73;183;Training;01:16:26
;245,2;34,89401;;343,8;38,9664;255,6;48,79830628;48,70365649;9,517302699;9,170598434;24,145875;Stevens Elite;Trecking;23.05.17;19:13:30;17:48:25;73;183;Pendeln;01:25:05
;150,4;35,17382;;316;40,1076;218,6;48,79829907;48,70364198;9,517280068;9,170778478;23,43896358;Stevens Elite;Trecking;15.07.19;10:03:29;08:34:00;73;183;Pendeln;01:29:29
;350,2;27,71632;;399,8;51,0228;278;48,72038634;48,67307662;9,625174608;9,51489835;26,19340645;Rose PRO;Rennrad;14.05.20;15:20:29;14:13:09;73;183;Training;01:07:20
;221,2;35,40081;;363,6;42,2244;250,6;48,79818927;48,7036093;9,517229861;9,170766911;23,85245902;Stevens Elite;Trecking;18.07.19;20:26:55;18:58:26;73;183;Pendeln;01:28:29
;563,8;36,37775;;472,6;54,684;245,4;48,79159849;48,71545779;9,532073541;9,404832814;27,7801462;Rose PRO;Rennrad;15.10.17;15:14:37;13:50:33;74;183;Pendeln;01:24:04
;253;10,04175;;394,6;39,7728;263,2;48,7367407;48,71393957;9,516808586;9,489323152;16,42881518;CUBE AIM RACE;MTB;30.04.20;14:14:20;13:33:33;74;183;Training;00:40:47
;627;45,17447;;1246,8;50,2848;736,4;47,28743076;47,15745519;12,8342118;12,74949247;26,11459555;Rose PRO;Rennrad;03.06.17;18:21:24;16:17:01;73;183;Training;02:04:23
123,9411415;626,6;42,41394;165;526;51,5952;296,8;48,78277578;48,70849947;9,641830204;9,50649742;24,42714293;Rose PRO;Rennrad;12.05.18;19:36:51;17:46:14;73;183;Training;01:50:37
;999;59,42954;;770;51,5628;272,2;48,71905421;48,57439823;9,577808389;9,497023858;24,2218808;Rose PRO;Rennrad;04.07.20;18:30:22;15:47:02;73;183;Training;02:43:20
;275,4;35,36697;;423,2;44,3736;259,8;48,79832597;48,70361508;9,517231705;9,170697089;22,13477125;Stevens Elite;Trecking;27.06.19;21:14:39;19:40:50;73;183;Pendeln;01:33:49
;154,2;35,01156;;324,4;42,1236;232,4;48,79827761;48,70362463;9,517272525;9,170768503;22,73901555;Stevens Elite;Trecking;05.06.19;07:45:22;06:15:23;73;183;Pendeln;01:29:59
;245,8;34,86605;;352;38,3256;260;48,7982937;48,70366001;9,51713833;9,17080991;22,42800777;Stevens Elite;Trecking;24.05.17;19:34:09;18:01:11;73;183;Pendeln;01:32:58
;160,6;35,68667;;337,4;39,672;244,8;48,7982616;48,70362002;9,517307142;9,170921054;21,6154086;Stevens Elite;Trecking;18.06.18;08:56:13;07:18:10;73;183;Pendeln;01:38:03
;241;34,79488;;361,6;39,2004;273;48,79828926;48,70364911;9,517228687;9,170507072;23,79028704;Stevens Elite;Trecking;17.07.17;20:31:41;19:05:03;73;183;Pendeln;01:26:38
;248,2;24,31641;;495,2;43,7364;272,4;48,7661248;48,71547237;9,561046595;9,490750339;26,39308506;Rose PRO;Rennrad;17.04.17;09:58:36;09:03:35;75;183;Training;00:55:01
;3795,2;208,8906;;751,2;59,8932;280,2;48,87839595;48,55485038;10,0585444;9,65564291;25,5007666;Rose PRO;Rennrad;26.06.16;16:07:57;05:48:30;73;183;Race;10:19:27
;44,8;15,94302;;911,6;35,136;741;47,50625627;47,40649335;10,28297279;10,24754936;15,63780984;CUBE AIM RACE;MTB;11.08.19;11:09:55;09:54:38;73;183;Training;01:15:17
;196,2;35,1139;;332,4;39,7728;242,6;48,7982958;48,7036181;9,517116118;9,170466503;22,47713963;Stevens Elite;Trecking;02.05.18;19:16:42;17:43:22;73;183;Pendeln;01:33:20
;252,4;35,27613;;354,4;39,7728;270,4;48,79814048;48,70364534;9,517171355;9,17056256;24,02867139;Stevens Elite;Trecking;04.06.20;19:32:09;18:04:21;72;183;Pendeln;01:27:48
;353,4;16,3962;;466,2;39,2328;273,8;48,74395232;48,71117254;9,517309237;9,473059578;18,67776995;Rose PRO;Rennrad;03.04.20;14:18:24;13:21:52;75;183;Training;00:56:32
;250,4;10,73033;;392,6;31,7088;234,6;48,74364881;48,71396539;9,517351817;9,494071836;17,29044649;CUBE AIM RACE;MTB;09.11.19;13:49:14;13:12:22;75;183;Training;00:36:52
;549,2;35,05091;;495,2;52,1676;255,2;48,79155717;48,71703702;9,517571423;9,404855613;26,41051531;Rose PRO;Rennrad;15.02.20;15:44:15;14:15:32;75;183;Training;01:28:43
;272,8;10,91717;;1565;48,942;1388,6;46,96352938;46,93391369;11,02886285;11,00905591;23,50382045;Rose PRO;Rennrad;01.09.18;12:00:14;11:28:11;70;183;Training;00:32:03
;155,4;34,8876;;309,8;38,2932;211,8;48,79822606;48,70365917;9,517257521;9,170850897;22,12327146;Stevens Elite;Trecking;02.05.18;08:14:34;06:39:31;73;183;Pendeln;01:35:03
;252,6;35,07201;;333,2;40,4424;239;48,79832665;48,70364852;9,517214606;9,170468766;23,60857263;Stevens Elite;Trecking;04.08.17;20:14:34;18:46:34;73;183;Pendeln;01:28:00
;241,6;34,82491;;284;38,394;190,6;48,79829882;48,70363327;9,517279398;9,170688791;23,39506029;Stevens Elite;Trecking;15.03.17;18:47:26;17:20:18;75;183;Pendeln;01:27:08
;212,6;34,61226;;320,2;40,878;222,2;48,79829773;48,70365263;9,517431529;9,170740088;22,42069875;Stevens Elite;Trecking;04.04.17;09:24:32;07:48:58;75;183;Pendeln;01:35:34
118,6451319;159,8;34,83971;154;318,4;37,2852;229,2;48,79822615;48,70363302;9,517280739;9,170814771;22,28516615;Stevens Elite;Trecking;11.05.18;08:16:06;06:43:03;73;183;Pendeln;01:33:03
;416,8;24,66767;;477,8;45,2448;279,4;48,75590483;48,71546558;9,561092947;9,506516783;22,90291549;Rose PRO;Rennrad;11.06.16;14:05:52;13:02:16;73;183;Training;01:03:36
;5508,8;268,30928;;811,2;64,3248;308,6;48,79510707;48,52361354;9,931446165;9,377312344;28,07889768;Rose PRO;Rennrad;24.06.18;18:17:10;05:40:24;73;183;Race;12:36:46
;387,4;22,87681;;407,4;42,9624;274;48,71740918;48,66602316;9,565025484;9,51166478;23,74183734;Rose PRO;Rennrad;18.03.18;17:01:13;16:02:15;74;183;Training;00:58:58
;38,8;7,86847;;930,2;36,4788;313,6;48,80093954;48,71468514;9,525737325;9,173887493;19,53422679;Rose PRO;Rennrad;23.07.19;22:03:16;21:00:15;73;183;Training;01:03:01
;224,8;36,01098;;353,2;41,6844;242;48,79829228;48,70362095;9,51718552;9,170436244;23,17674592;Stevens Elite;Trecking;10.07.19;20:25:42;18:53:25;73;183;Pendeln;01:32:17
;218,6;36,72267;;370,4;40,4424;253;48,79821114;48,7036248;9,523436576;9,170503551;23,43647923;Stevens Elite;Trecking;23.08.18;19:38:58;18:05:41;71;183;Pendeln;01:33:17
;184,6;35,11658;;322;36,6804;215,8;48,79825557;48,70366177;9,517177977;9,170653839;20,09082269;Stevens Elite;Trecking;01.08.18;09:03:21;06:24:44;73;183;Pendeln;02:38:37
;257,2;36,37722;;398,2;37,9908;270,6;48,79820067;48,70363461;9,517197926;9,170600194;21,02990579;Stevens Elite;Trecking;08.07.19;21:10:39;19:26:58;73;183;Pendeln;01:43:41
;593,4;28,3105;;432,6;56,8692;238,4;48,76652076;48,71700944;9,519571094;9,49054867;27,69582141;Rose PRO;Rennrad;07.10.18;13:02:37;11:52:54;73;183;Training;01:09:43
;5399,4;219,32768;;2445,2;75,1068;657,2;47,24961002;46,81276241;11,50926626;10,87804819;27,89230057;Rose PRO;Rennrad;27.07.18;18:32:46;06:01:47;73;183;Training;12:30:59
;577;30,79268;;459,6;56,6352;226,6;48,81129479;48,70891261;9,516882347;9,3939008;23,44706165;Rose PRO;Rennrad;26.06.20;18:05:40;16:41:02;73;183;Training;01:24:38
;294,8;24,36735;;457;55,6596;247,8;48,76648849;48,71544178;9,56120342;9,490555711;28,1756749;Rose PRO;Rennrad;18.10.17;16:56:14;16:01:29;74;183;Training;00:54:45
;347;17,15145;;464,2;39,672;252,8;48,7565877;48,71117212;9,517422309;9,480494326;18,23486087;Rose PRO;Rennrad;05.06.20;15:22:32;14:21:45;72;183;Training;01:00:47
;660,2;44,24998;;525,8;54,216;315,6;48,74619464;48,66375494;9,625193384;9,463395327;24,77090977;Rose PRO;Rennrad;11.07.20;18:33:09;16:37:17;73;183;Training;01:55:52
;298,8;24,3381;;397,2;33,5916;291,2;48,73666056;48,70161692;9,560142774;9,465957424;15,72779854;CUBE AIM RACE;MTB;12.01.19;14:57:18;13:13:25;76;183;Training;01:43:53
;697;33,9917;;479,4;44,2404;242,4;48,77858592;48,71392775;9,582676934;9,481788576;18,24805852;Rose PRO;Rennrad;01.05.20;14:54:50;12:51:26;74;183;Training;02:03:24
129,3039099;4267,4;228,9409;163;794,8;64,494;314;48,79504362;48,52358663;9,931420181;9,377387781;26,39395335;Rose PRO;Rennrad;30.06.19;17:48:30;05:15:22;73;183;Race;12:33:08
130,5673203;365,2;20,15084;157;520,4;63,72;310,8;48,76618582;48,71545846;9,56086915;9,490783783;28,83384273;Rose PRO;Rennrad;13.05.18;10:31:12;09:38:58;73;183;Training;00:52:14
