HR;Hm;km;maxHR;maxHm;max_speed;minHm;position_lat_max;position_lat_min;position_long_max;position_long_min;speed;bike;type;date;endtime;starttime;rider_weight;rider_height;ride_type;duration
;156,6;34,91172;;347,8;34,2972;252;48,79826588;48,70364551;9,517589025;9,170860201;22,01314696;Stevens Elite;Trecking;18.04.18;07:35:58;06:01:23;73;183;Pendeln;01:34:35
;356,6;20,36067;;501,8;54,9216;287,4;48,77145577;48,71568284;9,521666067;9,49074422;27,32697931;Rose PRO;Rennrad;18.06.20;13:51:36;12:59:44;73;183;Training;00:51:52
;311,8;35,66993;;441,4;37,656;298;48,7983388;48,70369948;9,517119052;9,170659957;22,31642564;Stevens Elite;Trecking;11.10.17;19:14:23;17:38:32;74;183;Pendeln;01:35:51
;342,8;58,86194;;138,6;44,7084;-10,2;39,53860377;39,36847209;2,826931207;2,71129908;25,7592;Mietrad - GHOST;Rennrad;13.04.18;15:05:43;12:36:16;73;183;Training;02:29:27
;221,6;36,92019;;357;42,9624;251,8;48,79834718;48,70364282;9,523500111;9,170580832;24,3956197;Stevens Elite;Trecking;09.07.18;20:12:04;18:42:33;73;183;Pendeln;01:29:31
;236,2;35,29915;;384,4;38,8296;260,2;48,79824936;48,70366705;9,517345531;9,170648726;20,70868607;Stevens Elite;Trecking;13.06.19;20:17:39;18:30:11;73;183;Pendeln;01:47:28
;199,2;34,63864;;320;40,878;224,6;48,79824635;48,70364559;9,517293395;9,17073003;24,8660858;Stevens Elite;Trecking;16.05.17;08:30:58;07:07:30;74;183;Pendeln;01:23:28
;949;52,1389;;493,4;59,2524;241,4;48,79834768;48,71635448;9,561130581;9,404848991;26,97627492;Rose PRO;Rennrad;06.05.17;14:12:25;11:59:41;74;183;Training;02:12:44
;202;35,4012;;315,4;39,636;220,6;48,79995902;48,70361491;9,517291971;9,170795996;24,18390363;Stevens Elite;Trecking;19.05.20;09:03:33;07:36:50;73;183;Pendeln;01:26:43
;165;35,11942;;327;36,0756;231,4;48,79819572;48,70366076;9,517278811;9,170912839;20,49595215;Stevens Elite;Trecking;27.06.18;07:56:05;06:15:10;73;183;Pendeln;01:40:55
;204,2;35,19794;;312,8;42,894;218;48,79825112;48,70363025;9,517237907;9,170726929;26,01887899;Stevens Elite;Trecking;23.08.19;08:57:16;07:36:36;73;183;Pendeln;01:20:40
;250;35,10291;;323,8;36,3096;233;48,80004133;48,70365841;9,517302113;9,170492571;21,87630182;Stevens Elite;Trecking;20.09.16;19:21:16;17:47:34;73;183;Pendeln;01:33:42
;253,8;34,8972;;343,8;38,0592;253,4;48,79832027;48,70364844;9,517187532;9,170465833;22,17807521;Stevens Elite;Trecking;17.05.17;20:26:24;18:53:41;74;183;Pendeln;01:32:43
;787,6;62,86034;;589,8;52,2684;269,4;48,72040889;48,58668711;9,617354712;9,448004644;26,38828369;Rose PRO;Rennrad;01.09.19;12:12:14;09:32:20;73;183;Training;02:39:54
;213,8;9,50851;;479,6;43,3656;280,8;48,74616455;48,71550255;9,532092651;9,506512927;22,46297056;Rose PRO;Rennrad;15.06.16;19:41:09;19:15:46;73;183;Training;00:25:23
;157,2;35,02661;;313,2;41,5512;215;48,79812481;48,70365632;9,51723841;9,170864141;23,23108983;Stevens Elite;Trecking;16.03.20;09:21:57;07:51:42;75;183;Pendeln;01:30:15
;361,8;33,3171;;397,2;51,1596;280,2;48,72036749;48,6637365;9,625181397;9,514871361;27,32596071;Rose PRO;Rennrad;18.07.20;15:54:13;14:37:56;73;183;Training;01:16:17
;154;34,88993;;319,8;41,7852;230,4;48,79825112;48,70366034;9,517246457;9,170745118;23,47234213;Stevens Elite;Trecking;20.04.18;08:32:49;07:05:15;73;183;Pendeln;01:27:34
;1075,4;51,76183;;524;54,18;306,4;48,76652637;48,71545854;9,532161718;9,490541713;26,34224378;Rose PRO;Rennrad;02.09.17;16:39:29;14:32:28;73;183;Training;02:07:01
;135,4;20,01576;;428,4;28,2492;330,2;48,69236036;48,63391603;9,170328788;9,124690164;13,07731331;CUBE AIM RACE;MTB;29.07.17;17:28:03;14:18:23;73;183;Training;03:09:40
139,2009238;986,6;104,98136;171;553,4;52,3692;2,6;39,57203784;39,46484797;3,145767152;2,711385414;26,33620013;Mietrad - GHOST;Rennrad;24.03.19;15:40:41;10:03:46;75;183;Training;05:36:55
;253;34,9961;;327,8;37,5876;227,6;48,79820393;48,70365808;9,517283253;9,168979805;21,49868624;Rose PRO;Rennrad;04.09.17;20:03:24;18:27:16;73;183;Training;01:36:08
;198,2;34,94373;;313,6;41,382;225,6;48,8000078;48,70365062;9,517250648;9,170826506;25,77948712;Carver Distaco 6000;Rennrad;04.07.17;08:15:51;06:54:24;73;183;Pendeln;01:21:27
;544,6;42,00886;;468,4;52,434;269;48,74629548;48,64972288;9,625224313;9,495138098;24,2642234;Rose PRO;Rennrad;27.07.20;19:04:33;17:15:39;73;183;Training;01:48:54
;155;35,10482;;308,8;42,3576;220;48,79825775;48,70366269;9,517236482;9,170939997;24,76458174;Carver Distaco 6000;Rennrad;17.07.19;08:21:05;06:57:48;73;183;Pendeln;01:23:17
;273,4;24,40173;;487,6;54,3816;281,6;48,76646955;48,71546659;9,561155224;9,490525033;29,29620659;Rose PRO;Rennrad;22.07.17;15:42:41;14:49:37;73;183;Training;00:53:04
131,6396501;1993,8;58,38392;166;2625,4;64,224;1315,2;46,96758312;46,8616901;11,02763481;10,91538521;24,00752648;Rose PRO;Rennrad;25.07.18;13:48:08;09:31:45;73;183;Training;04:16:23
;199,8;34,79359;;266;40,4424;172,2;48,7982787;48,70363461;9,5172654;9,170793565;24,35901794;Stevens Elite;Trecking;16.03.17;08:49:31;07:22:58;75;183;Pendeln;01:26:33
;334,2;22,21561;;392,6;39,2004;257,4;48,73671161;48,69982763;9,517240003;9,468205785;16,75424237;CUBE AIM RACE;MTB;29.06.20;18:31:41;16:56:11;73;183;Training;01:35:30
;239;35,22631;;377;37,6884;251,2;48,79813856;48,70361323;9,517203374;9,170519309;21,18184442;Stevens Elite;Trecking;10.06.20;17:39:59;16:02:06;73;183;Pendeln;01:37:53
;184,4;34,90118;;292;36,5796;204,2;48,79833947;48,70365506;9,517298592;9,17071511;22,78652087;Stevens Elite;Trecking;04.04.18;08:16:20;06:46:20;74;183;Pendeln;01:30:00
;295,8;20,681;;529;51,7644;310,4;48,76621499;48,71134076;9,561111722;9,490896016;28,76230789;Rose PRO;Rennrad;23.06.18;15:17:05;14:31:14;73;183;Training;00:45:51
;1243,4;76,46421;;762,4;53,3088;279,6;48,7559257;48,57432196;9,657693207;9,497066019;25,134;Rose PRO;Rennrad;12.06.20;18:44:06;15:17:49;73;183;Training;03:26:17
;1699,2;102,88496;;884,2;56,0952;280,6;48,71720357;48,49411947;9,6969009;9,431683319;25,74404204;Rose PRO;Rennrad;08.03.20;15:57:04;11:10:46;75;183;Training;04:46:18
;1394,8;84,05668;;820,4;56,0952;277,2;48,76663442;48,54359298;9,696908528;9,490564009;25,49587412;Rose PRO;Rennrad;26.04.20;15:21:25;11:30:30;74;183;Training;03:50:55
;529,8;43,5772;;502,6;44,5392;279,2;48,79818315;48,70365783;9,517226424;9,170685606;21,84125964;Stevens Elite;Trecking;17.07.19;20:21:08;18:12:36;73;183;Training;02:08:32
;460;50,49022;;516,2;52,5024;275;48,78590768;48,70778382;9,691891037;9,514867673;27,06149868;Rose PRO;Rennrad;15.04.20;14:38:11;12:40:34;74;183;Training;01:57:37
;238;36,11298;;380,2;40,914;250,4;48,79824274;48,7036771;9,523471193;9,171016105;22,53908243;Stevens Elite;Trecking;25.10.18;19:06:21;17:31:08;75;183;Pendeln;01:35:13
;28,4;3,237;;539;26,0676;514;46,65119737;46,64066509;11,00654938;10,99285101;15,22122545;CUBE AIM RACE;MTB;08.08.18;18:20:24;17:59:51;73;183;Training;00:20:33
;502;30,32181;;501;58,716;251,8;48,79750748;48,71551051;9,561037123;9,46046317;27,0808153;Rose PRO;Rennrad;09.08.19;09:27:11;08:10:37;73;183;Training;01:16:34
;156;34,97791;;320,8;35,37;230,8;48,79825305;48,70361935;9,517316027;9,170837067;20,73020516;Stevens Elite;Trecking;13.06.19;08:44:10;07:02:35;73;183;Pendeln;01:41:35
;194;37,23712;;344,2;41,1804;252;48,79828339;48,70363595;9,517324325;9,166905116;22,3085477;Rose PRO;Rennrad;11.06.18;09:07:41;07:16:11;73;183;Training;01:51:30
;550;33,34584;;449,4;54,18;194,2;48,79750094;48,71701112;9,528368907;9,460415561;26,12741176;Rose PRO;Rennrad;10.05.20;14:06:16;12:40:24;73;183;Training;01:25:52
;358,8;36,20091;;408,8;50,8572;293;48,72039624;48,65000887;9,625191288;9,514867086;27,66903158;Rose PRO;Rennrad;21.05.20;17:50:07;16:28:46;73;183;Pendeln;01:21:21
;191,6;12,9227;;328,8;33,7572;268;48,71734321;48,69985102;9,523166846;9,468221711;14,51867294;CUBE AIM RACE;MTB;25.08.19;14:00:28;13:00:37;73;183;Training;00:59:51
;152;35,02685;;321,8;42,7932;234,2;48,79828063;48,70365741;9,517344357;9,170616958;23,14776981;Stevens Elite;Trecking;25.07.19;09:31:01;08:00:17;73;183;Pendeln;01:30:44
;488;27,81743;;495,8;52,1316;288,8;48,74605768;48,67912123;9,584306376;9,495198699;24,81841987;Rose PRO;Rennrad;17.11.18;15:54:56;14:35:35;75;183;Training;01:19:21
;300,6;15,12016;;464,6;39,9384;247,6;48,75657815;48,71391795;9,517296078;9,480486279;17,53260764;CUBE AIM RACE;MTB;03.06.20;09:06:21;08:10:59;72;183;Training;00:55:22
;305,2;22,51246;;412,2;39,7044;264,2;48,74377688;48,69986191;9,517273698;9,468219699;18,43472231;Rose PRO;Rennrad;14.06.20;19:23:24;18:04:57;73;183;Training;01:18:27
;250,2;35,19066;;393;39,168;266,2;48,79828272;48,70368046;9,517267412;9,170763139;20,0197573;Stevens Elite;Trecking;10.10.18;19:43:03;17:58:56;74;183;Pendeln;01:44:07
;72;7,41326;;311,6;27,6768;266,6;48,71725889;48,70892719;9,520353796;9,47819978;14,26537385;CUBE AIM RACE;MTB;07.07.18;18:34:17;18:02:00;73;183;Training;00:32:17
;226,2;35,25804;;358;39,0672;251,6;48,79813856;48,70366864;9,517238829;9,170587873;22,50945378;Stevens Elite;Trecking;03.03.20;17:04:50;15:30:45;75;183;Pendeln;01:34:05
;641;42,32402;;508,8;61,7724;306,8;48,76648547;48,71698589;9,561185902;9,490580102;29,24585871;Rose PRO;Rennrad;25.08.19;09:57:19;08:19:25;73;183;Training;01:37:54
;544,4;26,34437;;510,4;40,4424;281,2;48,77856203;48,71549509;9,589578006;9,490589993;18,93291878;Rose PRO;Rennrad;20.04.20;13:24:29;11:50:26;74;183;Training;01:34:03
;198,2;13,08003;;335,2;40,6116;267,8;48,71713635;48,69983492;9,523444287;9,466017103;19,60069222;Rose PRO;Rennrad;26.02.20;11:29:54;10:48:38;75;183;Training;00:41:16
;191,6;35,21515;;318,6;37,9908;233;48,79829773;48,70368155;9,517327175;9,1704774;21,63930913;Stevens Elite;Trecking;19.04.18;20:18:30;18:43:04;73;183;Pendeln;01:35:26
;345,2;14,20517;;475,4;38,3256;275,4;48,74682236;48,71391602;9,517285852;9,480513604;18,66636514;Rose PRO;Rennrad;01.04.20;13:41:12;12:50:20;75;183;Training;00:50:52
;523,2;35,3056;;475,4;56,0304;248;48,79162129;48,71702629;9,517559269;9,404835664;29,40557738;Rose PRO;Rennrad;09.04.20;17:49:11;16:32:44;74;183;Training;01:16:27
;186,6;34,7063;;316,2;39,2004;218,6;48,7982616;48,70363746;9,51724478;9,170623664;23,30810033;Stevens Elite;Trecking;26.05.17;08:44:11;07:15:44;73;183;Pendeln;01:28:27
;496,6;31,83537;;496,4;56,0628;254,2;48,7974753;48,71547086;9,561179448;9,460473564;27,27042826;Rose PRO;Rennrad;21.04.18;19:02:08;17:46:27;73;183;Training;01:15:41
132,9173659;1742,6;100,53716;175;680,6;56,232;149;48,75593827;48,52838209;9,697368108;9,447952509;27,1142769;Rose PRO;Rennrad;04.08.19;11:58:09;07:40:52;73;183;Training;04:17:17
;504,8;18,5485;;501,8;37,62;302,2;48,75121398;48,71391166;9,51728275;9,480497176;17,24571582;CUBE AIM RACE;MTB;30.03.20;13:35:11;12:19:46;75;183;Training;01:15:25
126,0834646;207,8;9,54886;157;467,8;48,2688;274,4;48,74613957;48,71549291;9,53211939;9,506560704;22,16602772;Rose PRO;Rennrad;28.05.16;14:32:50;14:05:23;74;183;Training;00:27:27
;230,2;36,98639;;375,4;40,7772;251,8;48,79831784;48,70365229;9,523384189;9,170531966;23,85792387;Stevens Elite;Trecking;02.08.18;20:33:09;18:59:01;73;183;Pendeln;01:34:08
;741;62,24814;;483;52,8372;231,2;48,81123913;48,70852889;9,656497529;9,386221217;25,6457268;Rose PRO;Rennrad;28.03.20;16:06:25;13:30:07;75;183;Training;02:36:18
130,4510369;652,8;39,75469;171;477,8;52,7364;230,4;48,81311366;48,71702679;9,517498752;9,266219437;21,99980737;Rose PRO;Rennrad;21.07.19;11:28:00;09:23:10;73;183;Training;02:04:50
;952,8;78,9958;;473,6;63,9576;236,8;48,81285852;48,70276205;9,723553676;9,388149306;25,42855335;Rose PRO;Rennrad;27.10.19;14:34:38;11:04:35;74;183;Training;03:30:03
;196,2;37,42506;;381,8;41,0472;293,6;48,79829312;48,70363109;9,52348846;9,170592315;23,00076629;Stevens Elite;Trecking;14.06.18;20:07:34;18:29:10;73;183;Pendeln;01:38:24
;216,2;34,65132;;315;38,3256;208,6;48,7983082;48,70366512;9,517292893;9,170763809;21,84194095;Stevens Elite;Trecking;13.04.17;08:43:20;07:07:27;75;183;Pendeln;01:35:53
;166,6;34,93165;;332,4;38,5272;234,2;48,79828717;48,70368741;9,517427506;9,170918707;23,39715;Stevens Elite;Trecking;19.10.18;09:01:01;07:32:28;75;183;Pendeln;01:28:33
;189,8;35,32545;;347,6;38,9988;260,6;48,79823201;48,70363268;9,517268166;9,170587203;22,79015132;Stevens Elite;Trecking;25.07.19;20:54:52;19:23:30;73;183;Pendeln;01:31:22
;273,8;27,379;;376,2;48,1356;267;48,73188866;48,70777317;9,645342138;9,514885359;24,41253253;Rose PRO;Rennrad;07.04.19;13:10:57;12:01:59;75;183;Training;01:08:58
117,6180832;718,8;100,96364;143;239,8;51,3252;-8,6;39,66643869;39,45389525;2,93210255;2,710156795;23,53214577;Mietrad - GHOST;Rennrad;29.03.19;17:16:23;11:16:32;75;183;Training;05:59:51
;333,6;35,21277;;404,6;37,5552;251,2;48,79831776;48,70367886;9,517191472;9,170742687;20,37670951;Stevens Elite;Trecking;23.11.17;17:15:51;15:33:24;74;183;Pendeln;01:42:27
;128,4;11,3504;;313,6;26,5356;257,6;48,71718002;48,70607223;9,523174977;9,463200867;12,90602812;CUBE AIM RACE;MTB;21.05.17;12:28:41;11:31:24;73;183;Training;00:57:17
;375,2;33,04789;;405;49,914;283,8;48,72039984;48,66375175;9,625180056;9,514894914;26,98068353;Rose PRO;Rennrad;30.05.20;18:26:49;17:10:02;73;183;Training;01:16:47
128,5884627;5141;224,91476;162;2475;65,9052;675;47,24956468;46,81273836;11,50928278;10,87802153;26,54857551;Rose PRO;Rennrad;23.07.20;19:06:24;06:09:20;73;183;Training;12:57:04
;481,8;28,26953;;494,6;47,196;290,2;48,74609037;48,68564067;9,617389496;9,506600099;24,40333996;Rose PRO;Rennrad;01.03.20;13:10:28;11:54:49;75;183;Training;01:15:39
;190,6;36,63029;;308,4;44,2728;218,6;48,79832773;48,70366478;9,523493741;9,170669261;23,3748685;Stevens Elite;Trecking;20.09.18;19:03:48;17:28:59;72;183;Pendeln;01:34:49
;299;24,46954;;455,8;51,5628;234,4;48,7664936;48,71542124;9,561107615;9,490545988;27,57622711;Rose PRO;Rennrad;11.02.17;16:19:16;15:23:55;76;183;Training;00:55:21
;293;24,43592;;480,4;55,5264;265,2;48,76650492;48,71548469;9,561203001;9,49054976;28,13263956;Rose PRO;Rennrad;14.04.17;14:39:05;13:43:21;75;183;Training;00:55:44
;298,2;24,53234;;490,6;53,5428;274,4;48,76651581;48,71548176;9,561175844;9,490561578;26,67124096;Rose PRO;Rennrad;09.10.16;12:57:54;12:02:13;74;183;Training;00:55:41
;191,2;34,61146;;228,8;41,5836;135,8;48,79821525;48,70361759;9,517131876;9,170804042;25,04821718;Carver Distaco 6000;Rennrad;21.07.17;07:49:14;06:26:58;73;183;Pendeln;01:22:16
;158,6;35,09884;;333,2;41,1804;244,8;48,79829211;48,70363134;9,517372604;9,170645708;23,73922186;Stevens Elite;Trecking;24.07.19;09:22:01;07:54:24;73;183;Pendeln;01:27:37
;194,6;35,32186;;328,2;37,5876;242,8;48,79829429;48,70361424;9,517313261;9,170735478;20,40530997;Stevens Elite;Trecking;16.04.19;19:14:45;17:33:11;75;183;Pendeln;01:41:34
;210,8;36,43381;;353,8;41,0148;254;48,79835766;48,70369731;9,52347748;9,170802953;22,88170075;Stevens Elite;Trecking;15.10.18;18:55:49;17:20:33;74;183;Pendeln;01:35:16
;766,8;76,30725;;490,8;52,47;220,2;48,81249634;48,70363193;9,517534459;9,170607068;23,61665313;Stevens Elite;Trecking;22.04.20;18:13:59;10:54:37;74;183;Training;07:19:22
131,9979472;1370,4;100,7587;168;1373,2;65,232;720;47,23161475;46,95604367;11,01368993;10,75135639;29,74290088;Rose PRO;Rennrad;20.07.20;14:02:44;09:31:11;73;183;Training;04:31:33
;82,6;12,16874;;315,4;33,7248;275,2;48,71906754;48,7130298;9,548721677;9,511191538;21,51218118;Rose PRO;Rennrad;15.07.20;17:54:03;17:19:18;73;183;Training;00:34:45
;239;35,35322;;367,2;39,9744;247,6;48,79825154;48,7036134;9,517235812;9,170587873;21,26244881;Stevens Elite;Trecking;12.03.19;18:46:34;17:07:07;75;183;Pendeln;01:39:27
;249,2;10,26785;;379;36,9144;253,4;48,7367215;48,71390831;9,517264981;9,493955327;15,760215;CUBE AIM RACE;MTB;07.07.19;16:56:39;15:57:25;73;183;Training;00:59:14
;466,8;33,24051;;487;52,6356;279,6;48,77475313;48,71702797;9,561145166;9,486001153;25,2728065;Rose PRO;Rennrad;10.07.20;18:13:17;16:43:21;73;183;Training;01:29:56
;154,2;34,08057;;315,2;34,2612;220,4;48,79815063;48,70365791;9,517316278;9,173799902;19,49934181;Rose PRO;Rennrad;16.01.20;08:34:33;06:51:43;76;183;Training;01:42:50
;283,4;24,35089;;487,2;63,6552;273;48,76652302;48,71546851;9,561152961;9,490519166;29,36913261;Rose PRO;Rennrad;03.10.17;17:42:14;16:48:45;73;183;Training;00:53:29
;274,2;35,8532;;354;40,0068;245,8;48,79999355;48,70366034;9,517334551;9,170557447;22,83708654;Stevens Elite;Trecking;07.07.20;19:22:44;17:50:13;73;183;Pendeln;01:32:31
132,6174979;1082,4;62,47651;166;488,4;58,986;241,8;48,79754302;48,71549584;9,561059838;9,460453447;28,11927895;Rose PRO;Rennrad;19.08.18;10:19:38;07:49:26;71;183;Training;02:30:12
;238;34,90793;;340,4;36,8136;242,8;48,79825439;48,70362405;9,517261209;9,170864057;21,48420302;Stevens Elite;Trecking;27.09.17;09:39:40;08:02:23;73;183;Pendeln;01:37:17
;215,4;35,11393;;349;38,9988;246,8;48,79828717;48,7036813;9,517280487;9,170464408;20,6191102;Stevens Elite;Trecking;19.10.18;19:01:54;17:21:06;75;183;Pendeln;01:40:48
;240,4;35,23015;;393,8;38,628;306,2;48,80005231;48,70367082;9,517241763;9,170596926;23,21978113;Stevens Elite;Trecking;21.06.17;17:39:59;16:10:34;73;183;Pendeln;01:29:25
;293,6;22,73371;;395,8;54,684;289,8;48,72036371;48,68570597;9,617435765;9,514873037;25,96413719;Rose PRO;Rennrad;19.03.20;15:46:48;14:49:47;75;183;Training;00:57:01
;156,6;35,00168;;306,4;37,9584;213,6;48,79826646;48,70364777;9,517241344;9,170924323;23,53774618;Stevens Elite;Trecking;22.08.19;09:29:07;08:01:44;73;183;Pendeln;01:27:23
;546,8;33,67788;;494;59,7564;274,8;48,7690137;48,7083014;9,561144747;9,463601187;25,68598495;Rose PRO;Rennrad;27.07.19;18:34:25;17:02:54;73;183;Training;01:31:31
;171,8;35,04142;;295,8;36,7812;197;48,79808298;48,70365724;9,517265568;9,17080069;21,39425811;Stevens Elite;Trecking;17.09.19;09:51:59;08:13:08;73;183;Pendeln;01:38:51
;287,6;24,45526;;447,2;48,7404;225,8;48,76649142;48,71545552;9,561160002;9,490586724;26,84546164;Rose PRO;Rennrad;05.02.17;16:56:36;16:00:49;76;183;Training;00:55:47
;274;35,44353;;353,2;39,5712;242;48,79830309;48,70364802;9,51729021;9,17076054;20,74447276;Stevens Elite;Trecking;31.07.17;21:07:16;19:26:37;73;183;Pendeln;01:40:39
;408,2;24,88189;;512,8;50,5548;257,4;48,76017675;48,69091893;9,524441399;9,45261444;23,87307951;Rose PRO;Rennrad;23.01.18;11:52:40;10:46:00;75;183;Training;01:06:40
;166,4;34,9812;;296,8;46,7244;207,6;48,79808893;48,70366361;9,517277135;9,170806222;24,92140747;Carver Distaco 6000;Rennrad;13.09.19;08:55:22;07:32:46;73;183;Pendeln;01:22:36
121,180399;421,8;30,27806;166;479,4;54,1476;263,8;48,76650081;48,70269567;9,584313249;9,49049796;26,91091171;Rose PRO;Rennrad;19.05.18;08:31:30;07:15:54;73;183;Training;01:15:36
119,9656226;1578,8;88,2844;167;714,4;54,0468;269,2;48,71729828;48,53472769;9,537527394;9,377313433;24,96883334;Rose PRO;Rennrad;26.08.18;11:40:21;07:40:05;71;183;Training;04:00:16
;158,6;34,73619;;321;40,41;226,8;48,79830318;48,70366286;9,517243272;9,170777136;21,39685993;Stevens Elite;Trecking;31.05.16;08:30:38;06:54:44;74;183;Pendeln;01:35:54
;450,8;40,58774;;390,4;52,8372;273,6;48,72039439;48,64029273;9,617373822;9,465089981;27,16925325;Rose PRO;Rennrad;14.07.18;19:06:57;17:35:29;73;183;Training;01:31:28
;400;18,5325;;478,4;37,656;264,2;48,7653312;48,71391166;9,517272189;9,480433892;16,02052755;CUBE AIM RACE;MTB;14.12.19;16:03:01;14:40:24;75;183;Training;01:22:37
;371,6;21,5971;;470,6;56,7684;253;48,76650592;48,71548763;9,561172994;9,490687726;27,82085013;Rose PRO;Rennrad;16.09.17;18:11:36;17:19:14;73;183;Training;00:52:22
;790,4;51,73514;;491,6;57,708;256,6;48,79156765;48,71550079;9,561126893;9,404836334;28,051532;Rose PRO;Rennrad;20.05.17;12:23:20;10:24:06;73;183;Training;01:59:14
